TPSA MW FC BJ
88.52 252.27 0.4167 2.2746
82.18 412.45 0.1500 1.4799
93.45 351.45 0.1333 2.0536
74.68 275.35 0.5000 2.2675
54.88 356.26 0.0000 1.8162
82.11 410.48 0.1600 1.5353
77.52 334.40 0.3125 1.9965
67.77 420.56 0.1818 1.3969
50.16 422.96 0.3333 1.3510
82.55 467.57 0.4615 1.4845
46.92 263.73 0.2308 1.9239
37.61 223.66 0.2000 2.5174
68.02 313.74 0.0625 1.9948
55.40 309.36 0.2000 2.0660
46.84 393.51 0.3636 1.6925
29.10 249.31 0.1176 1.9949
126.06 317.31 0.2857 2.0023
70.67 319.40 0.5294 1.7875
53.17 288.37 0.2000 2.1854
41.57 342.46 0.3158 1.5886
41.99 364.51 0.2727 1.7768
101.67 371.35 0.0000 1.6533
32.70 356.30 0.6471 1.7609
82.44 288.31 0.3571 1.6427
72.70 391.50 0.2941 1.7593
78.01 376.46 0.3333 1.3972
53.40 444.02 0.5833 1.4330
68.45 327.43 0.3684 2.0029
41.13 464.25 0.1250 2.0357
49.77 333.45 0.3889 2.1802
101.57 306.35 0.3077 1.9398
53.76 412.50 0.5000 1.2557
58.64 345.23 0.4667 1.9432
33.29 322.43 0.1053 1.8319
80.64 479.96 0.2692 1.7266
67.43 236.27 0.3333 2.5762
88.76 396.88 0.5000 1.3392
21.26 209.26 0.5000 1.8420
59.21 336.42 0.1765 1.5511
95.65 298.33 0.0769 1.7601
73.91 312.37 0.2222 1.9203
55.63 253.31 0.2143 2.0908
59.81 292.77 0.3571 2.2334
66.40 480.66 0.3600 1.3885
67.15 440.57 0.4348 1.4593
80.57 442.51 0.3043 1.4961
69.64 248.28 0.3846 2.1505
64.13 425.53 0.5000 1.4359
102.73 373.41 0.3158 1.8479
58.20 383.66 0.0588 2.2970
83.47 333.41 0.2353 2.2285
77.52 342.38 0.1176 1.7671
49.41 310.40 0.2632 2.0796
70.56 407.42 0.2105 1.7225
93.35 429.48 0.1600 1.9129
39.60 345.45 0.2273 1.4343
75.85 320.40 0.7333 1.4112
84.94 476.91 0.1364 1.6791
41.99 238.36 0.6667 1.9937
76.66 388.42 0.1304 1.2991
72.24 325.15 0.0714 2.3315
68.52 344.37 0.0500 1.5260
67.75 303.32 0.0556 2.2047
44.37 337.89 0.6111 2.1157
81.41 297.32 0.2000 2.0146
75.44 375.43 0.2273 1.4578
72.92 385.46 0.4286 1.6324
76.14 360.83 0.0625 1.6530
66.40 269.30 0.1250 2.0613
96.74 386.43 0.2222 1.6823
69.38 296.33 0.2500 2.3021
100.60 451.43 0.2083 1.8025
79.18 355.45 0.5556 1.4871
89.26 302.36 0.0000 2.0008
44.87 300.34 0.2500 1.7664
66.48 395.27 0.1176 1.5405
67.76 427.35 0.1250 2.4303
79.46 313.36 0.1765 2.0181
69.16 445.34 0.2105 1.7834
114.14 354.32 0.1176 1.9443
40.62 354.49 0.6364 1.1899
72.70 365.46 0.1579 1.6913
82.14 496.37 0.2273 1.7849
36.44 433.56 0.1724 1.3068
81.93 415.91 0.1579 1.8464
38.77 335.45 0.2500 2.0730
32.78 342.46 0.3158 1.6456
51.88 376.46 0.3636 1.4100
84.15 445.57 0.4615 1.3098
54.46 375.47 0.3043 1.5715
66.48 418.88 0.1250 1.6889
111.53 451.28 0.3125 2.5107
67.39 421.52 0.3333 1.5357
40.54 279.34 0.1667 2.0764
43.95 348.44 0.5263 1.5518
66.84 460.30 0.2727 1.7628
109.22 468.58 0.3478 1.5545
89.54 443.50 0.1852 1.3681
45.48 282.34 0.2353 1.9012
42.43 459.41 0.2727 1.9952
51.14 286.38 0.4375 2.2908
72.91 393.44 0.3478 1.3777
49.85 428.60 0.5000 1.5999
77.13 283.29 0.1333 1.7375
60.67 412.47 0.0417 1.4223
81.16 269.26 0.0714 1.9235
67.16 423.92 0.0870 1.7523
38.50 356.39 0.5000 2.1841
64.36 366.70 0.2857 1.8786
54.71 264.32 0.5000 1.5590
76.24 323.78 0.3333 2.0893
69.04 484.50 0.1250 1.5497
102.20 451.53 0.0455 1.5447
61.84 255.71 0.0000 2.8618
67.87 450.58 0.4815 1.4685
81.42 349.18 0.0667 1.9523
110.26 492.54 0.1034 1.3397
73.86 347.41 0.4737 2.2915
78.60 295.38 0.7333 1.8707
54.02 261.37 0.6000 1.5522
66.48 407.71 0.1333 2.2891
69.15 340.38 0.1579 1.8733
47.56 403.52 0.3462 1.8231
66.40 277.30 0.3333 2.1663
80.91 366.86 0.1429 1.5762
80.55 363.47 0.4000 1.5592
38.33 241.72 0.4167 2.6468
106.39 478.56 0.0870 1.4254
54.71 300.36 0.3529 1.8368
48.67 336.39 0.2857 1.6767
32.78 320.82 0.5882 1.3911
80.96 477.62 0.2083 1.7636
48.91 490.67 0.4286 1.0713
73.47 316.40 0.4118 1.7896
59.23 335.41 0.2500 1.7026
83.36 384.48 0.5000 1.6382
38.50 292.77 0.4000 1.7752
41.99 333.21 0.0000 1.8965
52.31 274.35 0.3077 1.7418
43.78 480.96 0.4800 1.3517
57.69 310.42 0.5333 2.1123
61.04 287.71 0.0714 1.7079
59.81 378.33 0.1667 1.6985
70.58 441.53 0.2593 1.6284
43.37 339.57 0.0000 2.2928
51.02 410.52 0.2692 1.3721
60.45 270.29 0.2000 1.7316
54.46 451.57 0.2800 1.4528
84.50 362.45 0.2778 1.9958
29.10 285.41 0.2353 1.9176
98.28 435.50 0.2174 1.8664
61.03 297.38 0.2500 1.9586
67.43 248.28 0.2308 2.1569
46.84 331.49 0.7059 1.2583
67.15 462.57 0.4615 1.3222
67.43 354.45 0.3333 1.6326
67.87 480.56 0.2308 1.3156
47.56 335.40 0.1905 1.4925
60.39 421.49 0.2800 1.6909
81.85 394.52 0.6087 1.3307
56.07 335.41 0.3158 1.4622
76.66 344.39 0.1176 2.0505
73.44 262.26 0.2308 2.4481
105.69 421.38 0.0909 1.5634
69.96 434.54 0.2400 1.9427
44.76 272.30 0.1875 1.8662
82.05 293.74 0.0833 2.2488
64.63 355.43 0.3333 1.8188
84.50 410.50 0.1364 1.7134
32.78 276.38 0.5625 1.8944
67.43 428.53 0.1852 1.7567
41.46 300.43 0.2941 2.0076
37.28 287.77 0.0000 1.7701
64.36 308.34 0.1111 1.7465
88.60 361.42 0.2941 1.6573
92.04 404.37 0.0870 1.5517
63.68 305.36 0.2667 2.1347
72.68 378.41 0.0500 1.6400
83.28 357.46 0.5263 1.6877
35.53 359.64 0.1875 1.7157
77.10 444.49 0.2308 1.1980
52.65 340.22 0.4286 1.7784
53.51 470.39 0.3182 1.2737
33.45 355.36 0.0667 1.9494
72.24 311.12 0.0000 2.2310
74.29 425.53 0.5217 1.7011
61.19 322.43 0.4375 2.7449
45.91 272.31 0.0000 2.0642
64.34 397.53 0.3158 1.6508
58.37 313.40 0.4444 1.6428
72.18 383.86 0.1111 1.5734
58.20 318.44 0.6471 1.3508
48.47 364.49 0.4545 1.3978
80.42 356.42 0.4000 1.9714
47.73 388.48 0.5909 1.4998
49.56 328.81 0.3125 1.5072
46.50 322.44 0.2222 1.6231
73.85 326.38 0.1250 2.1039
27.05 288.35 0.1053 1.6079
85.59 438.52 0.0417 1.3958
29.10 217.31 0.5000 1.9168
118.43 314.23 0.0909 1.8950
72.47 359.47 0.5714 1.6253
83.73 360.42 0.3000 1.4063
88.91 423.54 0.2727 1.5197
28.26 272.39 0.5294 1.6701
72.18 347.83 0.2000 1.6586
78.07 384.44 0.4500 1.8952
57.38 344.80 0.2222 1.7896
43.37 338.43 0.1000 1.8460
72.91 428.30 0.3529 2.2447
70.67 362.82 0.0625 1.5686
61.19 306.75 0.2667 2.6471
55.40 235.28 0.3846 2.7032
98.58 396.49 0.5000 1.4987
38.33 261.37 0.5625 1.7107
55.56 248.33 0.5000 1.9331
75.71 404.53 0.3810 2.3722
72.20 342.35 0.0000 1.5165
85.84 311.35 0.2500 2.0044
67.76 499.31 0.0500 1.9399
53.76 372.51 0.5714 1.5411
53.16 360.29 0.0769 1.9049
61.38 347.43 0.5263 1.7759
96.69 472.59 0.2857 1.3392
103.78 378.38 0.1429 2.0441
61.44 397.54 0.3636 1.3866
84.31 367.43 0.1667 1.3693
94.40 448.53 0.4167 1.3779
32.34 280.80 0.5333 1.6604
73.22 287.32 0.2667 2.0243
111.92 439.47 0.2609 1.7134
68.54 323.41 0.3750 2.2920
56.33 430.59 0.6667 1.5807
29.54 316.23 0.5333 1.9902
114.59 435.48 0.3333 1.8780
66.02 343.38 0.3158 2.1814
58.68 365.44 0.1250 2.2914
38.77 485.99 0.0833 1.3444
52.65 365.48 0.3636 1.5957
73.58 314.38 0.2778 1.9876
67.87 464.61 0.5000 1.3215
43.59 360.46 0.3043 1.8402
96.43 277.31 0.2727 1.9040
32.34 316.83 0.3889 1.7840
60.15 445.56 0.4444 1.8186
20.31 373.47 0.2400 1.8932
23.55 423.35 0.3158 1.4173
75.55 361.40 0.1905 1.6992
29.10 350.28 0.3125 1.9160
54.69 383.47 0.4286 1.5365
98.72 335.17 0.1667 2.2188
103.84 326.69 0.1538 2.2825
49.85 378.47 0.3913 1.3609
65.71 341.42 0.5000 1.4429
53.94 373.50 0.3478 1.3612
81.91 342.35 0.2778 2.0989
77.11 420.42 0.2222 1.6054
34.89 372.49 0.1304 1.7391
82.76 473.60 0.2692 1.4090
33.20 302.38 0.2000 1.8876
74.25 423.49 0.0000 1.5251
25.36 324.47 0.5714 1.8025
44.12 300.38 0.2500 1.6290
75.71 380.44 0.2778 2.3423
55.13 270.33 0.3750 1.8442
99.75 340.38 0.2778 1.7760
54.46 425.53 0.3043 1.2625
70.67 303.17 0.1000 1.9053
84.67 314.37 0.2000 1.7478
54.34 339.44 0.4000 1.5175
47.71 374.51 0.2273 1.6181
74.15 335.39 0.0556 1.6707
58.64 336.46 0.6471 1.6261
99.40 286.24 0.0714 1.9552
67.87 490.62 0.3571 1.2972
67.07 301.44 0.5294 2.2524
26.19 437.42 0.2500 1.9588
30.29 319.47 0.5882 1.6549
66.92 374.89 0.5625 2.0355
64.32 326.79 0.1875 1.7867
83.29 399.52 0.4500 1.5020
76.88 308.34 0.1765 1.9604
81.47 314.34 0.2353 2.2348
70.56 273.34 0.4000 1.6846
91.16 385.45 0.2222 1.6419
86.79 337.40 0.4667 1.7586
60.81 339.39 0.2500 2.2959
63.45 364.38 0.0952 1.9856
50.78 410.30 0.0909 1.7479
67.43 344.44 0.2222 2.0336
69.15 332.36 0.1000 1.9149
90.70 364.79 0.2353 2.0420
107.82 319.36 0.5000 1.8426
52.47 367.48 0.0435 1.5643
67.87 368.43 0.5238 1.1708
61.67 347.42 0.2500 1.8863
76.24 341.41 0.4737 1.3428
71.11 347.42 0.5556 1.6947
103.82 490.56 0.3571 1.8653
51.81 287.32 0.0556 1.6769
52.89 308.23 0.0667 2.2459
71.82 347.40 0.0000 1.8824
60.33 438.94 0.1304 1.5383
56.40 348.52 0.5556 1.7980
103.03 353.38 0.2778 1.6208
30.21 274.62 0.0833 2.4970
48.03 320.27 0.1250 1.9421
67.43 302.37 0.5294 1.9929
62.51 298.35 0.3125 1.5799
100.75 324.34 0.0833 2.3535
82.82 438.87 0.1304 1.6185
69.04 386.45 0.1739 1.8474
32.78 344.50 0.5714 1.9731
42.16 339.36 0.5294 1.6605
75.36 300.34 0.0667 1.6182
32.34 274.41 0.5882 1.8774
47.56 369.42 0.0417 1.4055
94.17 406.48 0.5714 1.8969
105.69 357.37 0.3333 1.4981
59.39 394.45 0.2727 1.3561
78.72 452.46 0.3000 1.6570
46.40 365.38 0.2941 1.6423
41.99 396.82 0.1111 1.7077
68.54 440.28 0.0435 1.4811
105.23 451.53 0.0455 1.6517
89.59 385.47 0.1739 1.9069
76.46 424.55 0.5417 1.5810
41.49 298.39 0.4118 1.9400
43.08 326.35 0.3571 2.0223
63.99 261.26 0.1538 2.1201
38.33 241.72 0.4167 2.7303
80.30 427.49 0.0417 1.3248
29.95 413.53 0.7273 1.6386
67.43 364.38 0.0476 1.6342
94.84 445.47 0.1923 1.4645
63.41 352.44 0.4000 1.3830
43.08 276.32 0.0000 2.0698
29.54 255.32 0.3125 2.0739
51.02 304.30 0.2667 1.6523
68.51 444.56 0.1600 1.2530
61.02 278.40 0.7333 2.3731
70.92 346.39 0.0476 1.6505
84.27 445.91 0.1600 1.6424
55.40 317.41 0.2941 2.4673
31.35 313.78 0.1667 1.6188
104.83 354.15 0.0000 2.1584
60.06 267.29 0.0667 1.9976
71.26 412.92 0.4091 1.1794
83.08 396.47 0.2000 1.8176
67.79 427.50 0.1481 1.8071
39.60 367.54 0.6087 1.4468
54.34 371.44 0.1304 1.6378
74.97 471.29 0.0833 1.6642
90.65 452.58 0.2800 1.7887
67.87 390.93 0.6471 1.9819
51.10 270.33 0.3750 2.1872
104.58 356.33 0.4545 2.7964
73.22 427.50 0.3182 1.5004
30.21 218.28 0.0833 2.1404
59.16 379.48 0.2727 1.5280
65.54 290.37 0.5333 1.8551
67.15 417.48 0.2800 1.5186
20.31 317.43 0.2273 1.9301
64.11 337.40 0.1667 1.4744
39.94 323.32 0.5000 1.8454
96.23 446.53 0.4286 1.5591
93.50 329.36 0.2353 1.7266
51.54 314.37 0.1250 1.9542
32.70 339.48 0.4545 1.6345
47.36 367.49 0.4545 1.7258
67.43 406.87 0.0435 1.8644
131.21 332.27 0.2857 1.9886
57.70 484.64 0.4000 1.0332
80.99 303.37 0.5714 2.0101
59.39 460.55 0.4783 1.2749
86.51 384.21 0.0714 2.0704
71.34 270.29 0.2000 1.7008
70.32 314.39 0.3529 1.9936
45.67 435.59 0.3600 1.2731
90.70 336.73 0.1333 2.3439
54.63 350.85 0.5294 1.4709
66.48 474.93 0.3810 1.8737
58.20 248.33 0.4286 2.3683
127.32 464.26 0.1000 1.9866
51.22 346.84 0.1765 1.7904
93.21 456.57 0.1000 1.3129
74.25 354.46 0.4737 1.5880
65.74 358.43 0.5238 1.9389
73.39 375.40 0.1111 1.9332
41.29 293.44 0.5333 2.1497
69.44 275.24 0.0714 1.9743
45.33 326.44 0.5500 1.5312
32.67 242.20 0.2727 2.1783
102.01 392.38 0.4737 2.1859
50.80 366.46 0.4091 1.2567
92.44 363.47 0.7647 1.7258
80.29 408.51 0.4545 1.5273
74.49 343.42 0.0526 1.7753
37.19 367.52 0.4000 1.3245
63.32 199.64 0.2222 2.7124
75.71 498.91 0.1364 1.7540
55.12 206.29 0.4167 2.7253
77.17 359.43 0.1250 2.0069
98.27 438.24 0.0000 1.5724
65.18 391.54 0.6316 1.6600
41.99 260.72 0.1429 2.2191
113.25 370.41 0.5000 1.6896
50.60 382.51 0.5455 1.4417
36.10 324.45 0.3158 1.6318
67.87 388.85 0.3000 1.8709
73.51 380.45 0.3810 1.3267
59.39 287.33 0.0000 1.6869
35.53 300.74 0.1176 1.9725
55.97 319.39 0.0588 1.9974
107.62 466.47 0.2083 1.7398
101.57 474.60 0.2174 1.7807
58.20 254.72 0.3333 2.4833
60.91 235.31 0.2727 2.3982
42.66 336.44 0.4000 1.5751
55.63 319.41 0.3158 1.6441
66.40 315.76 0.1765 1.9416
58.64 464.30 0.3000 1.6622
55.32 339.44 0.4500 1.5815
23.47 267.37 0.2222 2.4124
71.03 446.98 0.4583 1.4747
49.33 434.61 0.4000 1.3953
72.86 358.45 0.1905 1.7306
29.96 372.29 0.1111 1.7599
111.03 496.62 0.2609 1.2846
117.46 433.49 0.3158 1.7831
68.02 335.41 0.2500 1.6196
54.88 335.50 0.4375 2.1242
51.96 457.39 0.3182 1.6277
76.82 329.83 0.5333 2.6178
97.10 339.35 0.1667 1.6627
21.26 273.40 0.2500 1.9362
54.35 376.28 0.1875 1.7129
67.43 454.98 0.2500 1.6118
65.12 464.59 0.3810 1.3344
58.56 396.54 0.6087 1.5341
72.70 353.40 0.2632 1.8265
67.98 356.47 0.6316 1.6176
41.99 238.29 0.2727 2.2256
76.58 428.56 0.4091 1.7934
99.25 406.49 0.2941 1.6749
29.10 275.30 0.1875 1.7477
66.60 316.38 0.1875 2.1594
67.76 324.79 0.0714 2.0638
46.92 215.26 0.1667 1.9396
57.69 388.87 0.2667 1.6715
61.02 338.45 0.5000 1.4483
76.66 472.58 0.3103 1.3360
80.12 395.51 0.5455 1.2913
58.42 432.53 0.0714 1.2634
102.27 328.33 0.1875 1.5567
20.31 305.42 0.2857 1.6509
64.63 403.54 0.5455 1.8935
58.64 400.54 0.4545 1.8458
80.47 314.43 0.4615 2.1252
71.01 357.48 0.5556 1.4205
72.96 490.65 0.4828 1.4896
84.73 377.24 0.1250 1.5157
113.60 459.55 0.1429 1.8920
63.40 246.31 0.4286 2.0153
112.23 376.41 0.3684 2.1558
68.31 400.82 0.3000 1.2708
96.97 367.36 0.2105 1.4502
114.93 350.38 0.1111 1.7873
50.16 352.48 0.5238 1.5704
100.28 435.51 0.2857 1.3304
69.72 351.47 0.5882 1.5433
82.61 444.94 0.2381 1.4960
48.00 441.59 0.4800 1.6188
71.11 357.48 0.6250 1.8481
66.48 422.55 0.2083 1.9971
71.77 247.32 0.1667 1.9219
38.33 221.30 0.4615 2.5138
24.94 346.51 0.7143 1.4374
83.56 396.49 0.4091 1.6453
45.25 403.57 0.6957 1.4949
99.33 290.32 0.3571 1.8688
97.64 336.39 0.5882 1.7697
42.68 273.33 0.3125 1.8951
52.57 370.47 0.4091 1.4741
45.23 319.41 0.2000 1.6842
95.82 302.34 0.1667 1.9206
95.49 450.54 0.4583 1.2334
65.97 250.35 0.7500 2.2300
64.63 434.37 0.2941 1.5245
32.34 282.37 0.1250 2.0739
52.60 288.27 0.1250 2.1664
74.68 253.64 0.1818 2.4101
51.24 336.41 0.3750 2.5370
72.28 369.47 0.5500 1.2688
41.05 350.51 0.5455 1.4862
102.95 464.33 0.1053 1.7341
38.33 255.32 0.1875 2.0291
88.42 423.29 0.2353 2.4607
46.39 369.47 0.1667 1.4707
74.42 355.42 0.1765 1.9162
118.41 363.39 0.1875 2.3397
83.56 480.31 0.3158 1.6369
38.08 356.47 0.5238 1.4408
46.09 267.33 0.1875 2.0396
22.12 227.29 0.0000 1.9542
55.40 301.39 0.5556 1.9063
36.44 377.53 0.5000 1.3316
70.23 415.62 0.0000 1.8788
47.56 345.40 0.1364 1.5869
104.05 331.37 0.3529 1.9416
51.96 314.41 0.2353 2.0248
71.03 382.46 0.4091 1.3485
85.83 279.73 0.2500 2.3543
84.50 366.41 0.2353 2.4121
90.61 339.37 0.4286 2.2103
120.84 363.42 0.2500 2.0896
43.38 472.74 0.1176 1.8796
50.36 314.41 0.1765 2.0470
84.27 333.34 0.0667 2.0486
59.72 399.47 0.4545 1.4365
90.13 440.91 0.1429 1.6226
46.17 303.43 0.2941 2.3704
64.35 260.29 0.2857 1.9310
70.67 304.42 0.4000 2.0614
92.36 363.44 0.4118 1.5825
43.35 330.38 0.2273 1.8854
70.67 367.45 0.3333 1.6041
45.75 351.27 0.3333 1.7596
72.18 385.30 0.2500 1.8491
128.08 485.52 0.1739 2.0969
69.04 336.39 0.2105 1.8289
57.50 354.46 0.5263 1.4470
85.53 413.50 0.3333 1.4643
76.04 365.44 0.3500 1.6117
45.67 376.25 0.2941 1.4727
88.91 451.60 0.3333 1.6487
53.01 346.47 0.6500 1.6385
92.87 386.45 0.4762 1.5204
87.23 207.19 0.3000 2.6530
83.47 287.31 0.3125 2.1830
60.93 452.37 0.3158 1.6666
93.09 372.38 0.0476 1.8506
110.29 341.12 0.0909 2.0456
71.01 339.44 0.4737 1.4176
46.92 275.38 0.2857 1.9800
29.10 290.16 0.0714 2.4281
98.02 292.32 0.2500 2.2502
40.85 358.44 0.3333 1.6512
54.46 210.24 0.0833 2.3113
32.34 326.89 0.6875 1.4051
44.37 363.50 0.4348 1.5567
34.03 382.43 0.1765 2.0559
53.43 268.32 0.2500 2.0633
73.77 333.44 0.7500 1.5572
89.93 382.86 0.2632 1.4776
21.26 295.30 0.2500 1.8509
79.20 294.33 0.3077 2.2475
66.69 459.13 0.2353 1.7705
79.62 372.47 0.5000 1.5376
104.71 448.48 0.3333 1.2892
41.99 246.34 0.2308 2.0955
43.86 333.41 0.5556 1.5749
63.82 334.16 0.0667 1.8228
81.18 279.32 0.1667 2.1970
49.54 252.29 0.4615 2.6105
70.93 318.40 0.4706 1.9894
55.20 381.50 0.3810 1.5801
61.88 343.43 0.5789 1.3853
84.94 418.45 0.2917 1.3263
55.13 234.30 0.5385 1.7466
66.48 328.41 0.5333 2.3361
54.18 374.42 0.1818 1.4496
67.59 369.46 0.5238 1.3985
38.77 295.77 0.5333 2.0715
35.01 331.26 0.2727 1.7100
20.31 308.20 0.1538 1.9458
81.60 425.39 0.1364 1.3610
51.24 370.45 0.3810 1.6454
67.15 348.41 0.2632 1.4747
106.60 473.53 0.2222 1.3867
131.99 461.43 0.1250 1.6843
47.02 298.37 0.1250 2.1725
40.54 303.43 0.3529 2.3329
26.79 381.56 0.6250 1.4246
71.08 331.38 0.1000 1.7603
81.47 459.32 0.0500 1.5095
102.76 360.37 0.4118 1.7979
85.08 399.90 0.2500 1.7535
77.00 314.37 0.2000 1.8314
45.40 382.89 0.3333 1.3915
66.81 319.43 0.5333 1.6429
41.99 258.35 0.2857 1.7821
94.08 450.59 0.6111 1.7219
68.02 331.73 0.0625 1.6597
41.57 400.59 0.5217 1.3814
126.92 398.39 0.0000 1.3685
102.06 395.87 0.1765 2.0083
90.00 347.38 0.2778 1.7619
101.63 489.45 0.3478 1.3124
55.40 468.38 0.3077 1.4490
104.89 307.35 0.4667 2.2892
70.25 384.52 0.5455 1.4459
66.92 394.88 0.2778 1.6674
103.01 309.35 0.3077 2.0937
85.37 384.46 0.2105 1.5343
94.36 357.39 0.1765 1.7576
97.79 314.35 0.5000 1.6973
46.61 269.30 0.1250 2.3125
60.23 270.34 0.5333 1.7505
66.48 360.48 0.3158 2.4432
63.68 345.42 0.2778 1.9838
58.22 353.34 0.4118 1.9235
64.22 377.47 0.2500 1.8044
103.55 407.43 0.2727 1.4415
97.12 464.52 0.1429 1.3794
77.73 285.31 0.2143 2.1407
33.95 326.37 0.5000 2.0735
77.25 301.35 0.4375 1.4432
69.63 349.42 0.1111 1.5248
72.70 407.95 0.2941 1.5098
83.09 419.43 0.1667 1.7809
71.44 316.40 0.5263 2.5835
91.57 354.39 0.0556 1.7882
63.30 398.55 0.6522 1.2536
64.60 398.49 0.4762 1.3734
61.38 377.49 0.3478 1.5335
58.95 316.38 0.4118 1.6123
52.23 330.48 0.7895 1.3813
30.82 255.32 0.1875 2.2980
67.77 439.70 0.0000 1.8758
61.88 385.49 0.4000 1.6172
82.19 470.96 0.3750 1.3774
53.09 393.49 0.3913 1.3500
85.13 331.40 0.2500 1.8563
75.11 354.23 0.1538 1.9388
87.39 350.38 0.2222 1.3487
63.68 442.31 0.3182 1.4711
41.46 368.48 0.2000 1.5888
50.28 406.49 0.1818 1.4564
64.68 280.33 0.0588 1.9499
47.34 311.43 0.4737 2.0954
60.67 317.15 0.0769 2.3362
81.16 348.16 0.0714 1.6403
41.13 385.72 0.2778 2.2131
69.85 353.42 0.3000 1.5056
58.64 378.54 0.7000 1.7490
36.44 343.51 0.7143 1.4364
62.55 392.43 0.2174 1.4285
49.41 274.41 0.6364 1.9690
35.58 357.54 0.6818 1.8195
79.37 413.27 0.1053 1.6905
75.71 472.18 0.1875 2.2827
63.05 301.39 0.4375 1.9509
51.75 318.40 0.1875 2.1188
54.04 437.58 0.5000 1.2744
95.50 495.65 0.5769 1.1675
76.24 317.39 0.4118 1.8506
75.71 458.97 0.1739 1.8141
100.21 491.62 0.3077 1.6320
64.36 392.84 0.0909 1.6778
72.70 347.35 0.0526 1.6747
69.81 335.45 0.7778 1.6116
59.92 356.40 0.3000 1.4143
77.58 453.88 0.0000 1.2755
29.10 283.35 0.1667 1.8395
96.30 438.84 0.1111 1.9954
88.16 419.55 0.2222 1.4772
71.42 445.57 0.3846 1.3313
38.36 391.54 0.3636 1.6064
94.48 438.53 0.3750 2.0829
89.31 366.46 0.2500 1.8712
86.71 326.35 0.1667 2.0773
30.49 408.38 0.7143 1.4558
98.98 346.34 0.2941 2.5657
83.36 468.56 0.3043 1.2510
29.54 283.80 0.5333 2.3058
83.76 353.38 0.3684 2.0697
24.94 286.38 0.6471 1.5349
71.26 406.53 0.4583 1.2687
79.80 337.35 0.4000 1.9399
68.76 412.33 0.3000 1.7081
69.73 334.43 0.3158 1.6669
86.48 305.33 0.4000 2.1240
75.48 429.40 0.1364 1.8740
80.47 218.21 0.1818 2.4645
113.32 406.53 0.2222 1.9023
86.41 376.44 0.1250 1.5638
41.57 304.43 0.6111 2.0487
51.77 312.37 0.4118 1.7928
90.40 429.25 0.0000 1.8301
95.07 389.42 0.1429 1.2576
38.88 365.52 0.4545 2.0197
43.10 263.70 0.0000 2.3336
45.15 347.47 0.3810 1.5837
95.74 324.43 0.8125 1.8514
51.22 397.26 0.0588 1.5872
93.73 350.40 0.1875 2.2633
38.33 255.32 0.1875 1.9402
38.33 407.51 0.1786 1.5014
39.94 353.43 0.1304 1.6998
39.94 289.40 0.3333 2.1924
30.49 320.19 0.2000 1.7193
52.57 304.43 0.6111 1.9409
48.83 377.49 0.3478 1.5144
41.13 410.28 0.1250 2.0307
66.40 309.24 0.0667 2.2867
81.04 255.28 0.1429 2.6091
77.75 452.39 0.1739 1.4464
55.20 373.46 0.2609 2.0475
81.67 449.60 0.4815 1.4520
75.48 271.70 0.3636 2.8186
84.81 432.45 0.1667 1.5364
24.06 288.39 0.1875 1.6660
28.68 278.40 0.3158 1.8498
22.00 287.72 0.0625 2.0852
50.68 221.24 0.2727 2.4261
62.29 269.30 0.2000 2.3032
41.05 282.39 0.4118 1.7055
28.49 213.28 0.2308 2.5857
27.69 355.26 0.3333 1.6905
78.95 405.47 0.5714 1.7159
21.26 262.18 0.5000 2.4079
62.39 498.44 0.1200 1.6855
66.56 232.28 0.3077 2.2577
79.46 450.72 0.1579 1.9678
48.00 437.56 0.4000 1.5966
91.03 324.29 0.0588 1.9810
44.76 306.75 0.1875 2.1658
66.48 386.52 0.3810 1.6370
59.04 312.37 0.0588 2.0160
41.57 444.98 0.4800 1.5757
85.05 384.48 0.6000 1.3182
83.88 488.59 0.3214 1.5259
40.18 204.27 0.3333 2.4812
70.07 327.44 0.5294 1.5454
76.66 416.48 0.1200 1.8345
51.24 350.46 0.6316 1.9860
49.85 426.94 0.4167 1.5225
55.20 415.60 0.6087 1.5870
48.53 333.80 0.3125 1.8769
62.30 377.37 0.3158 1.6838
55.57 356.34 0.4118 1.9903
63.41 292.36 0.3571 1.9650
49.41 439.35 0.3043 1.9890
71.11 473.57 0.2857 1.4640
76.07 381.43 0.3636 1.6278
38.33 325.45 0.3810 2.0013
50.41 291.35 0.1111 2.0469
47.56 387.91 0.4091 1.6951
50.08 376.53 0.6842 1.5881
61.72 370.50 0.5238 1.5027
93.73 466.56 0.2400 1.8302
60.13 382.39 0.5000 1.7123
72.19 342.46 0.3684 1.9365
72.64 354.41 0.3500 1.6080
89.39 461.34 0.2105 1.8400
92.99 445.54 0.4545 1.5591
77.75 436.42 0.1739 1.4634
68.29 372.49 0.3500 2.0121
47.56 299.37 0.2778 2.1457
30.49 312.19 0.1667 1.6903
55.11 267.34 0.2667 2.2016
53.60 456.01 0.2917 1.3265
44.73 398.57 0.4783 1.4958
60.67 288.31 0.0588 1.7856
45.25 439.60 0.5000 1.5712
81.47 326.35 0.2778 1.8410
99.47 375.41 0.2353 1.7010
72.27 271.28 0.2857 2.2802
67.43 288.28 0.0667 2.0071
69.06 435.57 0.4231 1.4701
41.13 451.12 0.0000 2.0682
90.46 458.52 0.3077 1.5877
77.09 261.29 0.4167 2.5413
54.18 334.51 0.7895 1.7681
36.92 364.87 0.4000 1.5887
