TPSA MW FC BJ
84.25 356.43 0.4211 1.7058
40.16 419.52 0.3077 1.6825
61.88 372.25 0.5000 1.5188
68.01 345.37 0.1765 1.7602
60.66 424.91 0.1364 1.9828
116.95 480.48 0.1154 1.2884
55.57 330.43 0.5789 1.7463
57.63 299.33 0.2353 1.7727
20.31 293.84 0.4706 2.7699
92.26 480.56 0.3200 1.3702
41.05 348.56 0.7895 1.4103
32.34 254.33 0.3125 1.8451
56.79 321.42 0.6111 1.9643
119.44 491.90 0.1818 1.7851
69.26 442.56 0.4800 1.4361
73.17 471.56 0.2963 1.2753
43.95 244.34 0.5000 1.5266
30.19 317.85 0.2500 2.2764
67.43 399.31 0.3750 2.2248
79.28 448.57 0.4800 1.3511
93.55 270.29 0.0714 2.0780
57.12 470.34 0.0909 1.3124
49.74 367.47 0.4286 1.4305
71.09 387.48 0.2917 1.7809
71.87 441.56 0.2400 1.4758
58.68 290.12 0.0833 2.6563
58.56 326.40 0.3889 1.5454
69.81 412.93 0.0000 1.5499
81.43 384.46 0.2500 1.7232
42.92 379.51 0.4545 1.3554
74.68 319.38 0.1875 2.2038
95.12 494.59 0.5000 1.3948
38.05 216.28 0.3077 2.3108
66.48 473.39 0.1364 1.8415
49.41 326.32 0.5000 1.6635
64.11 403.87 0.0870 1.8219
58.20 404.54 0.1667 1.4928
58.20 314.77 0.0588 2.2498
105.17 396.40 0.1905 2.0304
29.10 431.73 0.1875 1.8380
88.41 354.45 0.2667 1.8324
84.94 406.44 0.2609 1.7063
77.77 387.39 0.0435 1.5263
108.90 388.43 0.1176 1.4762
32.56 286.36 0.0526 1.6099
98.54 316.38 0.5385 2.4077
78.43 256.69 0.2727 2.4899
68.08 385.46 0.4286 1.5103
74.97 278.26 0.2857 2.7183
72.24 302.72 0.0000 2.0629
60.85 364.49 0.3529 2.2854
50.36 371.30 0.4667 1.9264
54.86 216.24 0.1667 2.3969
68.29 371.26 0.2143 2.1732
76.66 450.33 0.2632 2.5025
20.31 255.36 0.4706 1.7674
72.20 342.35 0.0000 1.7074
84.27 405.48 0.0909 1.8086
87.58 358.42 0.2222 1.7187
44.89 242.32 0.4000 1.5410
60.45 378.40 0.1818 1.4727
72.40 403.33 0.7857 2.3008
67.43 377.24 0.1765 1.7670
92.78 418.51 0.3333 2.3757
72.20 358.39 0.0556 2.1103
21.70 393.91 0.3500 1.7510
29.10 327.73 0.1875 1.8801
35.94 488.72 0.6250 0.9524
75.11 402.89 0.4211 1.5627
43.09 223.28 0.0000 2.3235
70.15 389.48 0.1176 1.5669
80.57 390.44 0.1304 1.7203
84.42 326.42 0.7143 1.9978
68.84 354.41 0.4211 1.8933
65.98 386.50 0.6667 1.4406
66.48 477.36 0.0952 1.9058
81.42 284.31 0.1250 2.0602
49.85 356.47 0.6190 1.5012
29.10 203.28 0.4615 2.2875
77.82 210.24 0.0000 2.4650
77.43 360.44 0.5000 1.4765
37.38 301.35 0.1000 1.9924
83.53 451.48 0.2800 1.7649
62.47 354.45 0.5500 1.2341
62.47 388.90 0.5500 1.2332
24.72 388.51 0.0714 1.6998
107.82 299.29 0.0667 2.1339
47.28 324.42 0.3500 1.6626
57.61 295.34 0.2222 1.9547
72.80 374.52 0.6818 1.4659
89.61 342.41 0.1000 1.7183
32.78 498.69 0.3226 1.1162
65.72 385.73 0.1875 2.2813
57.94 347.44 0.1000 1.8229
52.23 320.40 0.2632 1.7285
75.71 476.96 0.1739 1.9177
28.68 316.43 0.0500 1.7791
98.54 336.30 0.0000 1.7792
73.10 306.32 0.1111 2.4839
59.81 498.78 0.1667 1.6809
92.45 351.36 0.1579 1.3083
45.79 274.32 0.1111 2.1355
78.95 377.41 0.5333 1.9578
49.77 235.26 0.0909 2.2883
87.32 394.41 0.1905 1.5040
66.24 200.26 0.5000 2.6606
78.03 321.34 0.1111 2.0235
84.94 356.44 0.5625 1.8587
76.57 434.86 0.0000 1.4470
62.30 449.55 0.3200 1.1522
54.37 274.27 0.0000 2.1373
35.53 311.16 0.1333 2.1994
98.26 345.40 0.4118 2.1833
72.06 467.61 0.5185 1.1551
32.34 246.35 0.5333 1.9774
78.09 368.48 0.4762 1.5017
69.63 353.38 0.0476 1.5025
81.51 457.96 0.4348 1.5334
48.53 335.33 0.3125 1.9777
53.74 461.98 0.2083 1.6413
50.60 450.63 0.6296 1.2607
82.57 391.47 0.2353 1.8450
57.01 421.38 0.1053 2.0052
23.55 326.84 0.5882 2.0318
37.64 304.37 0.4118 1.4417
112.82 498.61 0.5600 1.1574
32.78 342.46 0.4211 1.3185
74.65 450.58 0.4231 1.7019
29.10 383.52 0.0800 1.3827
32.26 253.77 0.5714 2.0239
88.00 346.44 0.2000 1.5805
47.33 450.63 0.6923 1.1838
65.54 390.48 0.4211 1.6404
54.71 384.52 0.5217 1.4486
81.07 371.49 0.5500 1.4558
98.49 306.34 0.0714 2.3162
114.35 465.55 0.3600 1.9467
70.50 308.34 0.1667 2.1714
90.70 395.21 0.1875 2.4304
76.36 362.84 0.2500 1.8993
59.31 341.79 0.1579 1.9291
65.87 274.32 0.4286 2.0807
44.29 373.50 0.3043 1.3792
88.07 321.72 0.2857 1.9279
49.41 204.23 0.2727 2.5678
82.36 389.45 0.3043 1.5830
71.53 338.44 0.2222 1.7058
53.92 268.32 0.2000 1.6864
59.39 408.42 0.5000 1.6850
64.63 359.81 0.2632 1.9691
20.31 373.59 0.6667 1.2278
64.63 389.45 0.1667 1.4730
45.90 427.55 0.3077 1.4149
93.73 384.84 0.1875 2.3346
96.26 394.52 0.4118 1.5911
51.96 250.32 0.2500 2.6321
59.59 352.31 0.2353 1.6886
41.99 216.28 0.5385 1.6329
41.37 338.45 0.5000 1.4749
47.03 395.96 0.1176 1.8409
98.02 332.26 0.1818 2.0797
24.06 310.34 0.1333 2.0620
63.05 277.37 0.7857 1.7106
69.44 295.29 0.1176 2.2944
56.32 288.35 0.6000 1.4741
118.85 413.84 0.1875 2.3943
54.88 247.32 0.2500 2.3402
69.44 379.44 0.0952 1.5905
100.19 422.92 0.0588 1.6887
50.36 393.31 0.1765 2.1248
58.31 332.40 0.4444 1.5757
65.22 204.19 0.1000 2.4599
45.33 326.44 0.4500 1.7418
71.11 411.50 0.3913 1.8239
77.77 367.40 0.2381 1.6014
73.55 484.38 0.1818 1.9628
88.48 337.39 0.0476 2.0796
115.21 485.59 0.2273 1.6413
96.02 391.45 0.2222 2.1779
88.18 485.49 0.4000 1.2897
85.32 375.43 0.2381 1.2580
23.47 225.72 0.5000 1.9465
84.94 481.01 0.4348 1.7685
36.02 425.60 0.4583 1.3910
56.57 431.92 0.2000 1.2729
86.37 476.55 0.4074 1.3347
73.58 344.45 0.6500 1.3849
38.33 283.37 0.2778 1.9744
48.99 367.88 0.2381 1.7830
71.67 312.78 0.1538 2.1837
45.67 329.44 0.6842 1.5684
50.72 383.88 0.1818 1.7869
61.83 388.42 0.1667 1.3109
36.44 343.50 0.4737 1.6743
27.05 236.70 0.2500 1.6993
57.69 404.51 0.3810 1.9182
90.04 419.53 0.3913 1.5753
55.84 480.36 0.2381 1.8602
79.79 311.34 0.1176 1.8638
85.38 432.52 0.6087 1.6519
71.32 385.47 0.1739 1.7742
38.33 367.19 0.1333 2.1537
39.94 387.51 0.1304 1.6550
29.04 318.19 0.1333 2.3974
75.71 366.48 0.6111 1.6468
26.79 293.80 0.5333 1.5599
87.32 382.46 0.4762 1.2067
56.15 375.90 0.5000 1.7525
67.87 416.56 0.6667 1.6405
75.46 305.34 0.5000 2.4416
92.45 365.39 0.2000 1.5387
29.10 368.33 0.2778 1.9383
71.36 415.49 0.2800 1.7234
57.95 358.44 0.1818 1.5319
84.30 464.49 0.4783 1.9990
42.01 374.52 0.6818 1.6198
71.41 457.57 0.3214 1.6168
59.06 288.78 0.1000 2.3105
67.43 250.30 0.3846 2.5959
98.31 337.33 0.2222 1.8283
77.69 345.40 0.5000 1.4356
59.39 404.51 0.3333 1.3557
61.44 337.42 0.3000 2.0937
56.59 399.54 0.5652 1.5927
21.26 296.20 0.2000 2.0311
61.31 270.29 0.2667 2.0731
62.74 467.93 0.2400 1.5475
68.52 378.35 0.2778 2.1459
50.36 383.30 0.1765 1.9426
36.36 230.31 0.3571 2.7169
76.58 438.57 0.5600 1.4057
37.19 355.51 0.3684 1.7658
89.07 324.34 0.2500 1.4488
69.48 362.45 0.4706 1.7147
94.94 374.35 0.0476 1.7012
84.86 448.52 0.3600 1.5058
79.29 378.45 0.1905 1.5239
91.16 373.37 0.1000 1.4404
55.02 214.22 0.1667 2.8865
41.57 386.50 0.2400 1.4716
33.29 290.36 0.1333 1.9586
48.53 367.84 0.2000 1.9907
33.73 342.41 0.4000 1.3684
84.50 431.27 0.0000 1.7215
61.44 343.45 0.3333 1.5019
29.10 291.39 0.2500 1.8876
33.20 411.34 0.2727 2.2183
49.41 382.48 0.3913 1.4514
118.02 352.40 0.3889 1.8653
72.24 284.31 0.1875 2.0814
69.04 364.45 0.2857 1.6221
67.35 436.53 0.4000 1.3139
58.64 482.50 0.2593 1.4903
66.21 391.52 0.3913 1.5623
45.17 408.61 0.7273 1.5457
47.56 347.24 0.1333 2.5301
108.64 455.26 0.0000 1.8664
103.15 274.28 0.2308 1.8635
58.22 287.36 0.3750 1.7261
38.13 387.94 0.3000 2.0423
74.97 447.28 0.2381 2.1639
114.23 441.24 0.0000 1.8059
75.88 293.32 0.6429 1.5471
64.63 369.87 0.2941 2.5212
49.41 384.56 0.6667 1.4986
88.18 423.54 0.6500 1.5421
57.20 403.57 0.7391 1.2780
58.36 289.42 0.5882 2.0088
72.22 412.49 0.4783 1.4310
85.59 384.85 0.1176 1.3832
35.64 364.40 0.1429 1.8605
92.18 435.53 0.0909 1.4918
83.89 420.49 0.1818 1.7216
92.32 431.49 0.4783 2.1983
47.56 329.78 0.1667 1.4890
82.78 388.51 0.5714 1.3199
58.64 372.85 0.3000 1.5295
58.85 341.41 0.3684 1.5441
83.47 319.38 0.1875 2.4246
41.37 324.43 0.4737 1.4371
73.02 373.48 0.3333 2.0048
31.35 325.43 0.2105 1.9158
43.86 459.98 0.2593 1.3054
78.76 282.30 0.0625 2.1897
72.70 397.55 0.6190 1.2445
88.85 429.29 0.3125 1.8053
87.33 339.44 0.5000 1.9702
66.69 325.80 0.5333 1.9972
88.60 379.42 0.3333 1.9492
120.24 423.45 0.4444 2.0285
57.26 234.30 0.5000 1.6942
60.03 442.60 0.5769 1.5377
82.14 441.50 0.1739 2.1527
56.51 356.38 0.0435 1.5688
63.05 335.48 0.5625 1.9470
51.13 408.47 0.3333 1.7833
79.52 322.37 0.2778 1.9514
73.34 369.45 0.2105 1.6553
95.58 419.48 0.3333 1.4950
23.55 328.84 0.3158 1.4783
40.62 332.47 0.6667 1.5462
88.60 375.45 0.3333 1.8441
31.23 321.42 0.2857 1.6767
63.59 317.40 0.2632 1.5454
23.55 340.49 0.3500 1.5636
55.40 275.33 0.1429 2.0233
46.33 204.27 0.4167 2.1066
53.09 465.64 0.5714 1.4387
55.84 471.56 0.0455 1.5765
81.34 354.45 0.4500 1.6475
41.57 246.31 0.5000 1.6209
29.10 291.39 0.2500 2.2610
81.41 409.45 0.0833 1.4651
69.40 450.29 0.0870 1.6220
65.20 444.34 0.0952 1.7898
21.59 380.29 0.0952 1.6131
42.01 404.92 0.3500 1.2325
75.84 268.31 0.5385 2.5456
77.25 343.77 0.1176 1.6288
81.75 386.50 0.5714 1.6165
89.27 362.45 0.4706 1.6085
77.74 388.52 0.3889 1.7349
55.32 325.41 0.4211 1.5777
45.23 271.36 0.3750 2.3664
59.50 380.47 0.2857 1.6072
96.44 204.19 0.0000 2.8216
111.20 274.24 0.0833 2.3325
32.34 458.15 0.0500 1.8482
70.48 425.41 0.1818 1.7586
58.56 237.30 0.4615 2.6698
73.22 361.71 0.2143 2.2327
110.44 355.40 0.3333 1.7820
41.49 265.40 0.6250 2.3119
78.27 477.38 0.2500 1.7406
37.38 321.81 0.0000 1.9768
70.91 253.69 0.2727 2.4325
20.31 251.33 0.2353 1.9794
29.54 302.20 0.5000 1.8893
83.55 420.49 0.1304 1.4804
91.58 324.34 0.1111 2.1990
71.84 339.44 0.4211 1.4423
67.43 336.75 0.1250 1.9843
84.94 390.46 0.3158 1.8168
86.80 260.30 0.3333 1.7245
117.45 332.35 0.2500 1.9875
62.91 433.55 0.3704 1.3332
49.77 455.58 0.1786 1.4755
48.41 440.03 0.7391 1.6654
56.73 244.69 0.0000 2.1429
109.22 492.61 0.2400 1.5356
47.56 311.38 0.2105 2.0679
88.18 383.47 0.5882 1.7348
44.76 348.83 0.3158 1.8671
46.61 373.45 0.1667 2.0007
65.38 373.46 0.3182 1.3264
61.77 277.33 0.0909 2.0434
88.18 425.49 0.3478 1.9368
109.62 377.36 0.0500 1.9399
40.85 416.57 0.4615 1.3941
60.03 452.60 0.5185 1.2117
55.13 330.47 0.8000 1.5750
26.71 302.46 0.5789 1.8434
46.01 228.29 0.2857 2.3271
43.84 279.39 0.2778 2.1119
46.92 323.44 0.4000 1.8664
52.23 278.40 0.7333 2.1505
64.11 303.39 0.4000 1.8893
100.21 473.58 0.4074 1.3517
58.64 306.34 0.5000 1.6779
100.63 395.87 0.3810 2.3745
49.33 346.43 0.3529 1.4869
56.75 352.50 0.7059 1.4912
38.33 233.31 0.5000 1.9572
49.62 331.80 0.2941 1.6726
74.30 495.63 0.3333 1.5671
66.48 276.32 0.1538 2.3253
81.47 360.80 0.2778 1.6582
71.25 318.45 0.5000 1.6715
78.43 274.32 0.3333 2.0086
92.51 391.45 0.5263 1.5743
82.78 346.43 0.5789 1.9559
70.23 367.88 0.1333 2.0334
53.09 433.55 0.4545 1.3247
48.79 396.52 0.2857 2.0163
54.56 406.53 0.4000 1.4851
95.58 351.36 0.1579 1.8088
89.16 370.43 0.1667 1.6032
62.39 373.50 0.2222 1.8266
79.73 396.49 0.4348 1.7068
67.01 257.29 0.2857 1.6054
61.82 334.38 0.2667 2.0665
43.60 446.88 0.0952 1.6853
104.97 402.50 0.5714 1.4242
71.01 413.52 0.3600 1.2713
79.62 208.17 0.2222 2.1122
80.04 322.37 0.1667 1.8386
65.74 276.29 0.3333 2.2812
66.63 402.88 0.1304 1.8324
38.33 307.80 0.1333 2.2463
105.02 474.52 0.2308 1.2500
35.91 486.41 0.1111 1.7735
115.41 497.35 0.2174 1.9134
57.69 374.51 0.4500 1.7938
52.83 330.39 0.1500 1.8842
73.91 313.39 0.2667 1.5481
63.91 337.41 0.1765 1.4708
74.69 447.56 0.2800 1.3672
48.47 478.64 0.2903 1.1042
100.21 343.33 0.2222 2.0827
83.72 341.41 0.3846 1.6676
55.15 368.43 0.3810 1.3900
29.10 271.26 0.0833 2.0991
87.23 494.01 0.3913 1.7828
46.61 303.38 0.2500 2.0244
79.04 330.43 0.4444 1.8874
46.92 229.28 0.2308 1.8363
101.88 381.41 0.4000 1.8291
75.27 427.33 0.0000 1.7935
86.34 380.84 0.1667 1.4781
94.57 436.89 0.2500 1.6718
64.92 330.17 0.0000 2.0089
71.53 373.50 0.6667 1.5675
62.98 196.23 0.3750 2.6874
35.01 429.42 0.1765 1.5270
102.96 460.49 0.1154 1.9241
61.88 419.40 0.3333 1.4987
120.13 357.32 0.1176 2.1212
94.19 313.36 0.3529 1.8657
72.11 254.29 0.2143 1.9165
29.10 215.30 0.3571 2.5175
52.60 222.24 0.3333 2.5899
66.48 298.41 0.5000 2.8129
74.77 395.47 0.1667 1.4043
96.97 451.40 0.2857 1.8164
49.41 300.40 0.5556 1.6951
23.47 415.16 0.3333 1.6319
75.42 374.45 0.2381 1.6072
83.22 351.41 0.2000 1.5190
64.36 441.31 0.1304 1.6123
37.38 367.51 0.3636 1.6548
64.63 339.44 0.2000 2.4619
65.77 344.46 0.6111 1.7943
34.15 338.84 0.1500 1.5940
49.33 337.21 0.2667 1.6707
30.93 271.32 0.2500 1.8268
68.87 308.34 0.1765 1.7408
62.41 394.45 0.3182 1.2492
58.95 420.56 0.1364 1.4265
54.50 366.51 0.3158 1.8138
72.24 358.70 0.1333 2.0829
81.18 257.31 0.6000 2.5404
74.49 433.56 0.4000 1.3460
59.39 426.46 0.4737 1.6386
67.60 357.45 0.5000 1.7813
88.33 254.32 0.4444 1.9419
90.70 314.30 0.1875 1.5619
84.94 436.92 0.3500 1.9247
83.99 494.61 0.4783 1.6805
110.76 327.35 0.2667 1.5545
60.25 348.41 0.2500 1.7810
81.60 353.38 0.3158 1.5988
44.81 349.45 0.6316 1.4843
29.85 319.33 0.2353 2.0348
49.58 381.86 0.2381 1.5041
72.28 411.55 0.6087 1.4570
93.65 450.52 0.3043 1.3202
68.52 246.32 0.5000 2.2345
106.87 442.49 0.2273 1.9600
70.39 324.86 0.5625 1.8870
90.14 408.48 0.2381 1.3244
55.40 350.20 0.0769 2.4808
42.15 267.38 0.3529 1.8013
63.83 436.82 0.1429 1.5522
100.75 340.33 0.2222 2.0321
113.70 368.39 0.2105 1.7550
80.75 493.10 0.1579 1.7798
102.95 407.82 0.0500 1.6782
67.35 446.58 0.4000 1.2409
84.66 427.59 0.6316 1.6574
66.62 383.45 0.0833 1.5534
68.46 399.88 0.2857 1.6650
30.49 247.32 0.2308 1.5816
41.37 396.54 0.3000 1.3715
91.28 315.30 0.2500 1.8759
72.24 288.28 0.1333 1.9603
78.53 426.56 0.6250 1.3096
39.60 337.51 0.5625 1.5952
75.64 398.51 0.5714 1.6560
119.12 493.59 0.2400 1.4699
50.36 399.70 0.0667 2.0192
67.45 379.46 0.3636 1.4772
102.34 316.32 0.4286 1.5678
92.78 396.49 0.2941 1.8612
71.41 433.55 0.4231 1.5774
93.25 313.36 0.3125 1.7284
55.63 341.85 0.2778 1.7642
66.48 282.37 0.4615 2.4011
66.48 336.39 0.1875 2.2021
30.49 322.20 0.2000 2.1262
68.45 377.47 0.1429 1.6283
74.66 308.34 0.1765 1.6142
94.70 312.33 0.2667 1.8620
84.22 341.41 0.4211 1.6661
79.37 337.38 0.2000 1.9569
84.94 412.89 0.2778 2.2568
54.46 339.44 0.4000 1.5932
80.32 361.83 0.2778 2.1967
59.81 276.73 0.3077 1.7940
41.37 416.57 0.3846 1.5893
51.91 355.43 0.4762 1.3913
49.33 350.47 0.3810 1.6019
78.60 359.47 0.8000 1.2194
91.04 435.51 0.2727 1.2559
49.58 279.38 0.7333 1.7318
32.78 366.45 0.6500 1.4538
83.47 273.29 0.2667 2.0712
98.05 349.42 0.4667 1.6964
41.49 237.34 0.5714 2.2868
59.23 335.41 0.2500 1.7612
70.72 386.45 0.1739 1.7498
109.77 486.57 0.3636 1.4865
55.40 337.47 0.2500 2.0178
48.99 343.50 0.4737 1.8816
64.41 339.42 0.2778 1.6711
112.82 491.52 0.1200 1.7084
80.49 302.33 0.4000 1.4322
29.85 259.40 0.5625 1.9032
46.17 267.38 0.1667 2.0881
91.57 322.32 0.0000 1.7067
49.41 320.46 0.6471 1.4084
69.04 336.39 0.2105 1.8830
51.27 309.37 0.3333 1.5382
67.43 236.27 0.3333 2.8316
47.26 308.16 0.0000 2.2401
43.78 338.45 0.3810 1.5257
76.66 334.76 0.1250 1.7692
100.77 322.32 0.1765 1.7441
53.88 262.28 0.2857 2.7854
79.39 403.48 0.5714 1.6776
80.52 321.41 0.1176 2.2163
44.37 431.98 0.4583 1.5375
36.36 310.44 0.4500 1.8963
56.79 363.41 0.2273 1.7262
50.16 312.42 0.4444 1.9706
66.48 356.81 0.1333 2.3496
55.13 272.35 0.5000 1.7620
134.31 476.56 0.2000 1.9408
62.76 305.31 0.3333 1.5460
76.04 367.45 0.4500 1.5103
99.96 463.49 0.2800 1.5354
32.26 268.36 0.3750 1.5630
60.66 479.41 0.1905 1.9612
79.19 334.37 0.3125 2.3042
92.78 466.56 0.2000 1.8805
54.88 313.36 0.0500 1.6924
21.70 392.34 0.4000 1.6170
32.78 396.54 0.1429 1.7300
60.77 412.53 0.5833 1.6473
94.62 436.50 0.2857 1.4584
96.03 273.27 0.0000 2.2348
85.76 313.37 0.4000 1.9192
71.74 312.38 0.3125 1.7849
55.73 235.26 0.1818 2.0639
46.17 308.16 0.0667 2.0046
93.50 287.27 0.0714 2.1560
75.19 428.54 0.3077 1.2487
58.56 388.54 0.5500 1.4807
59.81 282.41 0.7692 1.7604
29.10 291.32 0.1053 1.9674
118.85 413.84 0.1875 2.2392
57.37 250.32 0.2500 2.4961
46.84 359.43 0.3333 1.5888
55.57 316.40 0.4444 2.1157
69.16 354.38 0.2105 1.7329
42.99 289.42 0.5882 1.7176
36.02 373.54 0.6818 1.5485
90.70 384.43 0.3810 1.5455
32.34 262.40 0.5625 2.4041
94.24 395.44 0.1000 1.7870
56.91 452.16 0.0000 1.9758
42.16 339.83 0.2632 1.4230
64.36 308.28 0.2000 1.9415
38.05 230.19 0.3000 2.6785
58.56 422.55 0.3478 1.4278
66.65 371.41 0.4500 1.5001
66.48 427.35 0.3158 1.5561
119.21 462.46 0.2000 1.9076
64.11 455.94 0.1481 1.3037
102.01 434.51 0.3333 2.1844
70.84 311.39 0.4706 1.4054
80.20 401.48 0.4091 2.2270
52.57 212.29 0.7273 2.4177
30.49 325.33 0.2941 2.0013
67.15 446.53 0.2083 1.3718
59.91 293.34 0.4667 2.1502
54.80 311.41 0.3750 1.6537
85.59 350.77 0.0000 1.8739
67.87 388.85 0.3000 1.5708
106.82 480.48 0.0357 1.5870
60.77 354.41 0.4000 1.6064
46.61 255.34 0.5000 2.3602
87.04 367.45 0.4500 1.5381
87.90 387.77 0.1053 2.0462
29.10 352.66 0.1875 2.3051
72.24 355.57 0.0000 2.2186
89.04 467.57 0.5385 1.6324
84.25 320.37 0.3571 1.7420
115.65 437.52 0.5263 1.7887
64.24 296.33 0.1765 1.6395
45.92 378.90 0.5500 1.5852
91.81 434.24 0.2105 1.8744
66.48 434.44 0.1905 1.6844
69.04 484.93 0.2857 1.7407
38.77 439.55 0.3200 1.4427
90.98 374.44 0.5263 1.4923
95.50 298.30 0.0625 2.0742
77.05 351.41 0.3684 1.5421
96.94 374.45 0.1875 1.7478
57.70 340.43 0.3684 1.5648
76.82 375.38 0.1667 1.7735
34.89 270.72 0.0667 2.2255
29.10 309.86 0.5625 1.3785
67.87 437.30 0.1053 2.0352
58.81 419.52 0.3600 1.4018
40.62 366.49 0.2381 1.4677
55.13 349.21 0.0000 1.7376
98.48 403.54 0.4118 1.7877
83.73 364.45 0.5000 1.4261
51.22 360.46 0.3043 1.7805
78.79 454.60 0.4583 1.5302
70.42 296.35 0.3077 2.5025
62.63 403.57 0.8182 1.3204
88.74 313.36 0.3125 1.6152
83.88 468.60 0.5000 1.8073
61.80 456.59 0.3448 1.3014
88.41 466.52 0.0000 1.3635
64.35 342.42 0.2222 1.6556
77.55 438.92 0.3636 1.5611
61.04 303.32 0.0556 1.4894
57.69 368.47 0.6111 1.7276
36.85 394.88 0.2273 1.6792
110.30 446.49 0.0870 1.4978
39.72 366.25 0.2941 1.9729
54.40 310.39 0.6250 2.0575
77.21 347.43 0.2632 1.7972
57.61 243.26 0.2857 2.0216
81.98 206.18 0.0000 2.2629
52.65 347.43 0.5789 1.4496
83.99 408.52 0.6000 1.7397
69.93 459.34 0.3810 1.4646
90.79 385.42 0.0000 1.7860
63.83 212.21 0.0000 2.2221
66.81 332.43 0.2941 2.5584
77.68 321.40 0.4667 2.0504
42.01 422.57 0.5000 1.2271
42.24 380.66 0.0556 1.8620
85.34 348.40 0.2381 2.2164
32.78 433.02 0.5217 1.3762
62.99 382.46 0.4545 1.2719
38.33 207.27 0.4167 2.7960
58.20 372.46 0.3000 1.9490
67.45 349.46 0.5294 1.7048
71.62 371.82 0.2632 1.6485
60.33 334.38 0.2000 1.8179
29.54 267.76 0.5000 1.7230
81.47 360.37 0.0952 1.4270
50.60 442.56 0.4074 1.2652
49.58 381.45 0.2727 1.9626
84.63 268.31 0.5385 2.3996
70.07 348.33 0.1765 1.9603
72.28 371.49 0.5500 1.5372
119.80 387.39 0.2632 1.9532
48.03 328.37 0.0476 2.0102
108.66 382.37 0.1500 1.9549
56.73 188.23 0.2000 2.4290
41.57 321.38 0.0000 1.8092
38.33 334.21 0.1875 1.9241
58.85 403.48 0.2500 1.2875
69.15 393.24 0.1765 2.1726
59.81 478.62 0.1379 1.2688
38.33 271.29 0.0625 1.9777
57.69 471.80 0.3158 1.8823
78.43 348.81 0.0625 2.0791
73.58 401.21 0.1053 2.1515
81.40 377.50 0.3750 1.5551
65.79 415.58 0.6087 1.3558
105.82 388.48 0.2727 1.7300
81.50 451.91 0.2500 1.3889
72.70 359.48 0.2500 1.6374
88.16 395.48 0.1429 1.7961
72.19 254.29 0.0667 2.2208
43.08 338.46 0.1176 1.5237
67.67 496.61 0.3667 1.2495
103.57 339.41 0.4375 1.4871
86.48 373.43 0.3889 1.3391
32.78 350.46 0.3182 1.5784
75.36 330.77 0.1765 1.8097
83.79 404.47 0.2727 1.7474
29.10 285.41 0.2353 2.3299
32.34 250.73 0.1538 2.6842
41.13 312.46 0.6500 1.4169
104.81 393.40 0.1429 1.8045
81.93 413.50 0.3810 1.4827
79.58 457.32 0.1818 1.4643
45.25 305.38 0.5625 1.5356
58.29 383.88 0.3500 1.3685
75.43 329.44 0.4737 1.8785
30.21 230.24 0.0714 2.1050
66.48 411.32 0.2353 2.2027
29.54 267.76 0.5000 1.8615
83.98 338.41 0.3684 1.7564
37.38 330.24 0.1429 2.4605
51.02 328.80 0.2353 1.6769
53.01 398.53 0.4091 1.4396
109.62 467.55 0.2083 1.9587
59.75 343.43 0.4211 1.6403
87.84 451.35 0.2222 1.7625
85.45 342.38 0.1176 1.5422
88.41 284.27 0.0000 2.0593
67.43 312.37 0.2222 2.0495
46.34 342.39 0.2222 1.5785
61.88 435.57 0.4615 1.3687
64.68 478.60 0.1333 1.5010
90.74 457.57 0.6250 1.3777
67.43 338.47 0.6471 2.1501
44.81 359.86 0.3158 1.5748
63.69 395.50 0.4783 1.2881
61.42 254.30 0.2308 1.9698
66.48 459.40 0.0588 1.8567
58.81 425.92 0.3043 1.3652
82.45 351.36 0.2105 1.4278
83.28 411.53 0.3810 1.5548
82.86 337.40 0.2667 2.1312
49.41 417.31 0.0000 1.8509
39.07 269.32 0.0667 2.1933
54.02 321.36 0.0526 1.7283
86.46 387.83 0.2778 2.0916
62.19 457.62 0.4286 1.0965
51.02 288.38 0.3571 1.7071
84.30 418.43 0.2174 1.3364
65.06 385.44 0.4500 1.9475
87.22 379.46 0.4286 1.5069
71.53 339.39 0.3158 1.5062
92.26 346.48 0.7692 1.9603
114.88 449.51 0.4000 2.1953
66.48 400.54 0.4091 1.8466
43.26 350.82 0.3889 1.8903
81.93 465.60 0.2174 1.3112
49.57 281.44 0.8125 2.7774
71.01 383.52 0.4000 1.8202
66.48 430.53 0.0952 1.8031
56.51 292.72 0.2000 2.3709
85.27 290.27 0.2857 2.3443
71.41 368.46 0.2000 1.7773
70.77 396.47 0.2500 1.8400
58.20 268.32 0.1250 1.8520
49.74 258.30 0.1538 1.8687
82.13 373.46 0.5789 1.5908
67.43 451.32 0.0435 1.8768
68.82 344.41 0.3158 2.0884
51.24 498.62 0.3871 1.0357
76.66 423.29 0.1176 1.7952
42.24 243.31 0.2667 2.2126
41.93 279.38 0.6250 1.7563
52.41 495.05 0.2308 1.5890
62.30 343.47 0.6500 1.5612
55.13 318.25 0.0000 1.7933
84.60 319.32 0.0000 1.7143
125.14 430.47 0.1739 1.7757
98.54 328.32 0.1765 2.5288
68.17 276.34 0.4286 1.7631
110.11 463.49 0.2400 1.4365
43.82 300.36 0.3529 1.8022
67.16 245.28 0.2308 1.7316
64.63 353.83 0.2500 2.4017
33.29 314.45 0.2778 1.8094
24.30 326.90 0.5333 2.1028
